_unit_id,name,gender,gender:confidence,label_conflict,is_human,decision_tree_prob_human,decision_tree_prediction,knn_prob_human,knn_prediction,naive_bayes_prob_human,naive_bayes_prediction,mlp_prob_human,mlp_prediction,mean_prob_human,votes_for_human,consensus_prediction,models_disagreeing_with_recorded_label,disagreement_confidence
815732360,SoftballConnect,brand,0.6699,0,0.0,0.9708994708994709,human,1.0,human,0.999281451392343,human,0.9553676746367622,human,0.9813871492321441,4,human,4.0,0.9813871492321441
815725192,fact275,brand,0.6725,0,0.0,0.9708994708994709,human,1.0,human,0.9854981245079899,human,0.9688497208896373,human,0.9813118290742746,4,human,4.0,0.9813118290742746
815735687,CyborgScreams,brand,0.6768,0,0.0,0.9790897908979089,human,1.0,human,0.9920512100569506,human,0.9526090783151956,human,0.9809375198175138,4,human,4.0,0.9809375198175138
815720241,kubidyza,brand,1.0,0,0.0,0.9790897908979089,human,1.0,human,0.9923697061341527,human,0.9522314238936325,human,0.9809227302314235,4,human,4.0,0.9809227302314235
815734913,squid_girl_,brand,0.6525,0,0.0,0.9790897908979089,human,1.0,human,0.9737609648744502,human,0.9706025547982653,human,0.9808633276426562,4,human,4.0,0.9808633276426562
815736374,AkraticBehavior,brand,0.6818,0,0.0,0.9790897908979089,human,1.0,human,0.9927115041351106,human,0.9514584130442159,human,0.9808149270193088,4,human,4.0,0.9808149270193088
815721092,dntsqzthchrmn,brand,0.683,0,0.0,0.9285714285714286,human,1.0,human,0.9999999999935554,human,0.9943122149385766,human,0.9807209108758902,4,human,4.0,0.9807209108758902
815721732,the_dirty_ho,brand,0.6679,0,0.0,0.9708994708994709,human,1.0,human,0.9961251908229419,human,0.9555169260299112,human,0.980635396938081,4,human,4.0,0.980635396938081
815735292,19jim47,brand,0.6665,0,0.0,0.9463087248322147,human,1.0,human,0.9999999999999183,human,0.9739917741110128,human,0.9800751247357865,4,human,4.0,0.9800751247357865
815737867,bones_six7,brand,0.6598,0,0.0,0.9463087248322147,human,1.0,human,0.9999999999999858,human,0.9736658247190131,human,0.9799936373878034,4,human,4.0,0.9799936373878034
815734056,arsenalamerica,brand,0.6713,0,0.0,0.9790897908979089,human,1.0,human,0.997446880620061,human,0.9416369758393387,human,0.9795434118393271,4,human,4.0,0.9795434118393271
815734084,Narrator_Claire,brand,0.6797,0,0.0,0.9790897908979089,human,1.0,human,0.9864933620608264,human,0.9522417711259653,human,0.9794562310211752,4,human,4.0,0.9794562310211752
815735245,khalidrafiq141,male,0.683,0,1.0,0.0,non-human,0.07692307692307693,non-human,1.3329364269244964e-76,non-human,0.009729056011360895,non-human,0.021663033233609456,0,non-human,4.0,0.9783369667663906
815723871,Iouvinglwt,brand,0.3388,0,0.0,0.9790897908979089,human,1.0,human,0.9998545374293851,human,0.9338809017876112,human,0.9782063075287263,4,human,4.0,0.9782063075287263
815729024,MegaLobsterFace,brand,0.6487,0,0.0,0.9790897908979089,human,1.0,human,0.9991267595952437,human,0.9344088121129625,human,0.9781563406515288,4,human,4.0,0.9781563406515288
815737863,oidptg,brand,1.0,0,0.0,0.9790897908979089,human,1.0,human,0.997615211307719,human,0.9340509064006383,human,0.9776889771515666,4,human,4.0,0.9776889771515666
815720228,bearaboi,brand,0.6678,1,0.0,0.9790897908979089,human,1.0,human,0.9813744858973265,human,0.9498493893703429,human,0.9775784165413947,4,human,4.0,0.9775784165413947
815725467,80slukeftharry,brand,0.6567,0,0.0,0.9285714285714286,human,1.0,human,0.9999999999999929,human,0.9815050388969203,human,0.9775191168670855,4,human,4.0,0.9775191168670855
815730349,NWSodor23,brand,0.6354,0,0.0,0.9790897908979089,human,1.0,human,0.9994438133083497,human,0.9314609411264686,human,0.9774986363331819,4,human,4.0,0.9774986363331819
815738205,healfranta,brand,0.6685,0,0.0,0.9285714285714286,human,1.0,human,1.0,human,0.979877576960527,human,0.977112251382989,4,human,4.0,0.977112251382989
815725537,iambnoone,brand,1.0,0,0.0,0.9790897908979089,human,1.0,human,0.9946450269117828,human,0.9343425087271615,human,0.9770193316342133,4,human,4.0,0.9770193316342133
815736788,pear0s,brand,0.6478,0,0.0,0.9708994708994709,human,1.0,human,0.9990316245373717,human,0.9380144442842692,human,0.976986384930278,4,human,4.0,0.976986384930278
815719686,SchuckJH,brand,0.6765,0,0.0,0.9708994708994709,human,1.0,human,0.9999519519496939,human,0.9367937798403584,human,0.9769113006723807,4,human,4.0,0.9769113006723807
815725986,LibromusicaIES,brand,0.6607,0,0.0,1.0,human,0.9230769230769231,human,1.0,human,0.9831998609995943,human,0.9765691960191294,4,human,4.0,0.9765691960191294
815734044,Adlez27,brand,1.0,0,0.0,0.9081967213114754,human,1.0,human,0.9999464277900907,human,0.9963902036939458,human,0.9761333381988779,4,human,4.0,0.9761333381988779
815735585,ajstenaka,brand,0.6447,0,0.0,0.9411764705882353,human,1.0,human,1.0,human,0.9626609002580925,human,0.975959342711582,4,human,4.0,0.975959342711582
815724770,TheRivermanRuns,brand,0.6479,0,0.0,0.9790897908979089,human,1.0,human,0.9999907783625737,human,0.9247474646650579,human,0.9759570084813852,4,human,4.0,0.9759570084813852
815723600,AlboSwagger,brand,0.6736,0,0.0,0.9911504424778761,human,0.9230769230769231,human,0.9999999999999964,human,0.9895860304362376,human,0.9759533489977583,4,human,4.0,0.9759533489977583
815723611,vitalninjaYT,brand,0.6734,0,0.0,0.9790897908979089,human,1.0,human,0.9405172695482996,human,0.9841253552880579,human,0.9759331039335666,4,human,4.0,0.9759331039335666
815728790,DoHoBOB,brand,0.3472,0,0.0,0.9708994708994709,human,1.0,human,0.9990247778144186,human,0.9320143456345296,human,0.9754846485871047,4,human,4.0,0.9754846485871047
815726930,sensualsehun,brand,0.6578,0,0.0,0.9081967213114754,human,1.0,human,0.9999699259241112,human,0.9929020743773673,human,0.9752671804032385,4,human,4.0,0.9752671804032385
815734690,coadienugent,brand,0.6392,0,0.0,0.9790897908979089,human,1.0,human,0.93657996111183,human,0.9845231142493627,human,0.9750482165647755,4,human,4.0,0.9750482165647755
815732203,mattphillips78,brand,1.0,0,0.0,0.9463087248322147,human,1.0,human,0.9911994859549109,human,0.9621328464261386,human,0.9749102643033161,4,human,4.0,0.9749102643033161
815720701,jvngwheein,brand,0.6774,0,0.0,0.9081967213114754,human,1.0,human,0.9999638663036361,human,0.9912151733654377,human,0.9748439402451374,4,human,4.0,0.9748439402451374
815721726,labelsforlunch,brand,0.6694,0,0.0,0.9036827195467422,human,1.0,human,1.0,human,0.9955705200061646,human,0.9748133098882267,4,human,4.0,0.9748133098882267
815725551,pesra01,brand,0.6552,0,0.0,0.9790897908979089,human,0.9230769230769231,human,0.9999999944733524,human,0.9961762965443188,human,0.9745857512481257,4,human,4.0,0.9745857512481257
815725754,K1LLz_,brand,0.369,0,0.0,0.9790897908979089,human,1.0,human,0.9751294639868875,human,0.9438669659400672,human,0.974521555206216,4,human,4.0,0.974521555206216
815722430,creeper32605,brand,0.6432,0,0.0,0.9790897908979089,human,0.9230769230769231,human,0.9994251616553875,human,0.996137816161176,human,0.9744324229478489,4,human,4.0,0.9744324229478489
815736461,whoaskedyoushit,brand,0.648,0,0.0,0.9790897908979089,human,0.9230769230769231,human,1.0,human,0.995026743861592,human,0.974298364459106,4,human,4.0,0.974298364459106
815724358,JesTr0n,brand,0.6639,0,0.0,0.9036827195467422,human,1.0,human,0.9999708844566249,human,0.992353512029572,human,0.9740017790082347,4,human,4.0,0.9740017790082347
815724414,mike_brach,brand,0.6823,0,0.0,0.9081967213114754,human,1.0,human,1.0,human,0.9872790062952574,human,0.9738689319016833,4,human,4.0,0.9738689319016833
815732343,Maximal_Liberal,brand,0.6715,0,0.0,0.9911504424778761,human,0.9230769230769231,human,0.9944183343986098,human,0.986482998866257,human,0.9737821747049165,4,human,4.0,0.9737821747049165
815724539,SoddersLiger,brand,0.3474,0,0.0,0.9036827195467422,human,1.0,human,0.9999722726816549,human,0.9913290225158629,human,0.9737460036860649,4,human,4.0,0.9737460036860649
815731121,nevertooo1D,brand,0.6685,0,0.0,0.9081967213114754,human,1.0,human,1.0,human,0.9867658547237236,human,0.9737406440087998,4,human,4.0,0.9737406440087998
815737697,KnifeStitch,brand,0.6478,0,0.0,0.9790897908979089,human,0.9230769230769231,human,0.9999994670181492,human,0.991843554761014,human,0.9735024339384988,4,human,4.0,0.9735024339384988
815739270,_boog1,brand,0.6653,0,0.0,0.9081967213114754,human,1.0,human,1.0,human,0.984472727854716,human,0.9731673622915479,4,human,4.0,0.9731673622915479
815734204,anytimetips,brand,1.0,0,0.0,0.9054054054054054,human,1.0,human,0.9999999999996838,human,0.9858273727470116,human,0.9728081945380251,4,human,4.0,0.9728081945380251
815723329,SketchMasterMJH,brand,0.6659,0,0.0,0.9790897908979089,human,0.9230769230769231,human,0.9994281676807493,human,0.9889115471114006,human,0.9726266071917454,4,human,4.0,0.9726266071917454
815723702,Fendrake,brand,0.6665,0,0.0,0.9790897908979089,human,0.9230769230769231,human,0.9999999993635598,human,0.9880356273817392,human,0.9725505851800327,4,human,4.0,0.9725505851800327
815730108,KrustyAllslopp,brand,0.6759,0,0.0,0.9790897908979089,human,0.9230769230769231,human,1.0,human,0.9877089529681508,human,0.9724689167357456,4,human,4.0,0.9724689167357456
815726269,wandarection_,brand,0.6754,0,0.0,0.9790897908979089,human,0.9230769230769231,human,0.9999999998879439,human,0.9874184426617987,human,0.9723962891311436,4,human,4.0,0.9723962891311436
815734397,sonicherosfan,brand,0.6846,0,0.0,0.9708994708994709,human,1.0,human,0.9825002491421144,human,0.9356308150283285,human,0.9722576337674785,4,human,4.0,0.9722576337674785
815724251,kamyb22,brand,0.3401,0,0.0,0.9081967213114754,human,1.0,human,0.9999999949578289,human,0.9805553082547005,human,0.9721880061310013,4,human,4.0,0.9721880061310013
815730430,Fuegofandango,brand,0.6582,0,0.0,0.9036827195467422,human,1.0,human,1.0,human,0.9846574838081059,human,0.972085050838712,4,human,4.0,0.972085050838712
815729856,whatsontvuk,brand,1.0,0,0.0,0.9790897908979089,human,1.0,human,0.982748344646594,human,0.9264098154311728,human,0.9720619877439189,4,human,4.0,0.9720619877439189
815731753,InRainesville,brand,0.6887,0,0.0,0.9790897908979089,human,1.0,human,0.9311463418012941,human,0.9779252231517043,human,0.9720403389627268,4,human,4.0,0.9720403389627268
815734033,samsBellabob,brand,1.0,0,0.0,0.9081967213114754,human,1.0,human,0.9999997132715654,human,0.9794213992882234,human,0.971904458467816,4,human,4.0,0.971904458467816
815730738,94heskind,brand,1.0,1,0.0,0.9790897908979089,human,0.9230769230769231,human,0.9999903421147541,human,0.9851952917504045,human,0.9718380869599976,4,human,4.0,0.9718380869599976
