_unit_id,name,gender,recorded,says,votes,opposing_votes,available_methods,review_tier,methods,gender:confidence,label_conflict,association_says,classification_says,clustering_says,regression_says,text_says,association_score,classification_score,clustering_score,regression_score,text_score
815723162,gleecatsversion,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.659,0,human,human,human,human,human,0.922,0.874,0.917,0.858,0.791
815723565,babyrosehs,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,human,human,human,human,human,0.861,0.936,0.957,0.922,0.758
815723766,01905gnlb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6359,0,non_human,non_human,non_human,non_human,non_human,0.846,0.973,0.956,0.927,0.997
815723863,dmfa21114,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6642,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815724079,jasp32052,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6537,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.924,0.994
815724188,83708slhd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6774,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815724270,82937slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6544,0,non_human,non_human,non_human,non_human,non_human,0.846,0.972,0.956,0.949,0.994
815724309,27258stwd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815724333,08003jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6485,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.922,0.994
815724356,06510jcsb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6499,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.922,0.994
815724360,26155stwa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6647,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815724433,04775lktc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6664,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815724434,26141stwa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6503,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815724444,27208stwd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6591,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815724450,01902gnlb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6509,0,non_human,non_human,non_human,non_human,non_human,0.846,0.973,0.956,0.927,0.997
815724458,82936slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815724467,04865lktb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.926,0.994
815724551,06258jcsa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6571,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.922,0.994
815724596,06080jcsa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6455,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.922,0.994
815724619,06712jcsb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6634,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.922,0.994
815724682,05403lktb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6351,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.922,0.994
815724728,82939slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6481,0,non_human,non_human,non_human,non_human,non_human,0.846,0.972,0.956,0.949,0.994
815724740,Rxbun,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6615,0,human,human,human,human,human,0.898,0.954,0.957,0.951,0.532
815724827,26003stwa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6561,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815724862,06107jcsa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6538,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.941,0.994
815724882,26178stwa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6723,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815724890,04091trda,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6633,0,non_human,non_human,non_human,non_human,non_human,0.846,0.984,0.956,0.92,0.994
815724904,06912jcsb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6577,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815724946,04489lktc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6628,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815724959,02917trdc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6745,0,non_human,non_human,non_human,non_human,non_human,0.846,0.984,0.956,0.92,0.994
815724997,05839lkta,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6631,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815724999,83322slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6611,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815725004,06518jcsb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6556,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815725009,06716jcsb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6628,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.922,0.994
815725017,06888jcsb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6866,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.925,0.994
815725054,82930slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.627,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815725057,zandrac274,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6586,0,non_human,non_human,non_human,non_human,non_human,0.846,0.971,0.956,0.935,0.994
815725064,82229slha,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6565,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.926,0.994
815725072,07932jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815725074,08070gnlb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6599,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815725113,27331stwd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6728,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815725115,02667gnlc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6576,0,non_human,non_human,non_human,non_human,non_human,0.846,0.984,0.956,0.92,0.994
815725138,03904trdb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6441,0,non_human,non_human,non_human,non_human,non_human,0.846,0.984,0.956,0.92,0.994
815725195,83262slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6621,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815725208,06091jcsa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6565,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815725219,SnejaTheKing,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6604,0,human,human,human,human,human,0.925,0.988,0.917,0.98,0.811
815725252,27239stwd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6351,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815725336,04062trda,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6341,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.925,0.994
815725355,dmfa26205,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.988,0.956,0.931,0.994
815725372,01852gnlb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6543,0,non_human,non_human,non_human,non_human,non_human,0.846,0.974,0.956,0.928,0.997
815725375,jamiet_afc,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3537,0,human,human,human,human,human,0.869,0.985,0.917,0.945,0.729
815725404,07976jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6719,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815725409,savage_twelvie,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6667,0,human,human,human,human,human,0.898,0.97,0.957,0.919,0.793
815725415,05470lkta,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6685,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815725440,03230trdc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6623,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.921,0.994
815725469,02630gnlc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6473,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.921,0.994
815725487,26534stwb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6649,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815725493,Awennn,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3527,0,human,human,human,human,human,0.873,0.992,0.957,0.961,0.665
815725530,03302trdb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6527,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815725531,25958stwa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6669,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815725538,02472gnlc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6526,0,non_human,non_human,non_human,non_human,non_human,0.846,0.984,0.956,0.92,0.994
815725561,stwa29218,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.925,0.994
815725566,06235jcsa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6581,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.926,0.994
815725582,01036gnla,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.974,0.956,0.927,0.997
815725597,6tripe,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6748,0,human,human,human,human,human,0.88,0.871,0.917,0.911,0.645
815725611,06607jcsb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6587,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.926,0.994
815725687,82901slha,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6587,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815725812,ruggi281,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6755,0,non_human,non_human,non_human,non_human,non_human,0.846,0.975,0.956,0.94,0.994
815725846,27306stwd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6667,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815725849,27325stwd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6546,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815725863,83233slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6492,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815725875,04932lktb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6474,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.921,0.994
815725894,83601slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6601,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815725906,02475gnlc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6474,0,non_human,non_human,non_human,non_human,non_human,0.846,0.984,0.956,0.92,0.994
815725913,04669lktc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6648,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.921,0.994
815725952,slhb28444,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6633,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.932,0.994
815725957,07111jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6615,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815725968,26238stwa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815726006,GiveBackMySkull,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6485,0,human,human,human,human,human,0.898,0.929,0.957,0.877,0.885
815726007,04488lktc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6748,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.925,0.994
815726025,04076trda,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.653,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.921,0.994
815726031,07827jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6566,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815726032,04085trda,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.666,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.921,0.994
815726033,05055lktb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6819,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.926,0.994
815726034,01810gnlb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6528,0,non_human,non_human,non_human,non_human,non_human,0.846,0.974,0.956,0.928,0.997
815726054,07755jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.652,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815726107,06042jcsa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6516,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.922,0.994
815726118,83812slhd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6664,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815726132,26327stwb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6755,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815726133,02714gnlc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6468,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815726144,05862lkta,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6641,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.922,0.994
815726192,04772lktc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6538,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.926,0.994
815726207,07051jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6633,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.926,0.994
815726312,25979stwa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6707,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815726316,05482lkta,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6585,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815726329,stwa29166,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6478,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.926,0.994
815726353,gnlc21638,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6444,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815726355,26501stwb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.682,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815726358,05651lkta,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6588,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815726396,02190gnlc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6732,0,non_human,non_human,non_human,non_human,non_human,0.846,0.972,0.956,0.95,0.994
815726400,07110jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6377,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815726424,02113gnlb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6617,0,non_human,non_human,non_human,non_human,non_human,0.846,0.979,0.956,0.931,0.997
815726426,83114slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6508,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815726453,26062stwa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6838,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815726468,slhd28581,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6631,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.926,0.994
815726470,yeahitsmario,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6559,0,human,human,human,human,human,0.925,0.978,0.957,0.971,0.749
815726473,05091lktb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6474,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.922,0.994
815726511,07704jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6731,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815726520,celsxo,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.3462,0,human,human,human,human,human,0.898,0.977,0.957,0.949,0.62
815726525,04220trda,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6691,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.925,0.994
815726543,83281slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6609,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815726574,27278stwd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6564,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815726593,stwd29673,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6641,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.926,0.994
815726637,02659gnlc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.66,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.927,0.994
815726658,27248stwd,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.658,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815726660,slha28265,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6702,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.926,0.994
815726672,penn32079,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6524,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.923,0.994
815726742,06020lkta,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6359,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.923,0.994
815726803,05086lktb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.645,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.922,0.994
815726885,06359jcsa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6701,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815726898,lakl31636,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6542,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.925,0.994
815726932,04785lktc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.922,0.994
815726983,stwg30085,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6668,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.926,0.994
815727009,07934jcsc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.928,0.994
815727018,04530lktc,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",1.0,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.922,0.994
815727021,83540slhb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6777,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.924,0.994
815727031,hayalidny,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6583,0,human,human,human,human,human,0.88,0.942,0.917,0.877,0.618
815727042,26058stwa,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6466,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815727049,stwc29516,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6625,0,non_human,non_human,non_human,non_human,non_human,0.846,0.98,0.956,0.918,0.994
815727061,26257stwb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6557,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.929,0.994
815727150,03871trdb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6459,0,non_human,non_human,non_human,non_human,non_human,0.846,0.985,0.956,0.921,0.994
815727247,05544lkta,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6452,0,non_human,non_human,non_human,non_human,non_human,0.846,0.987,0.956,0.926,0.994
815727311,jill_royson,unknown,,human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6677,0,human,human,human,human,human,0.88,0.953,0.917,0.93,0.579
815727344,03293trdb,unknown,,non_human,5,0,5,3+ methods,"association, classification, clustering, regression, text",0.6625,0,non_human,non_human,non_human,non_human,non_human,0.846,0.986,0.956,0.925,0.994
