_unit_id,name,gender,recorded,says,votes,opposing_votes,available_methods,review_tier,methods,gender:confidence,label_conflict,association_says,classification_says,clustering_says,regression_says,text_says,association_score,classification_score,clustering_score,regression_score,text_score
815736240,owldom,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6556,0,human,human,human,human,,0.864,0.965,0.957,0.975,
815737960,CoolTrainrJulio,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6562,0,human,human,human,human,,0.898,0.967,0.957,0.965,
815729321,nobrightside,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6566,0,human,human,human,human,,0.898,0.979,0.957,0.942,
815723206,ChayseFox,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6577,0,human,human,human,human,,0.862,0.966,0.957,0.98,
815739350,noonmohsharfi,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6585,0,human,human,human,human,,0.925,0.97,0.917,0.948,
815721398,348255gbabies,brand,non_human,human,4,0,5,3+ methods,"classification, clustering, regression, text",0.6597,0,,human,human,human,human,,0.922,0.917,0.913,0.892
815727117,Hobie_Dog,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.66,0,human,human,,human,human,0.873,0.958,,0.926,0.909
815726116,lonhro,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6609,0,human,human,,human,human,0.862,0.948,,0.93,0.89
815732178,dariancordova,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6615,0,human,human,human,human,,0.869,0.975,0.917,0.953,
815722730,naegisnaegi,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6618,0,human,human,human,human,,0.873,0.982,0.957,0.968,
815724385,afscot,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6619,0,human,human,human,human,,0.873,0.959,0.957,0.945,
815731889,311guy,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6619,0,human,human,,human,human,0.873,0.972,,0.942,0.866
815731688,MBieber_Smith,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6627,0,human,human,human,human,,0.925,0.994,0.957,0.985,
815719581,IgniteMeRiRi,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6634,0,human,human,,human,human,0.925,0.976,,0.961,0.944
815722929,fosteravepro,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, text",0.6642,0,human,human,human,,human,0.898,0.95,0.957,,0.978
815723329,SketchMasterMJH,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6659,0,human,human,human,human,,0.898,0.978,0.957,0.956,
815735292,19jim47,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6665,0,human,human,human,human,,0.925,0.943,0.917,0.936,
815739202,KidrauhllNey,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6674,0,human,human,,human,human,0.925,0.905,,0.931,0.927
815720041,dazM33,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6678,0,human,human,,human,human,0.898,0.966,,0.925,0.946
815731121,nevertooo1D,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6685,0,human,human,,human,human,0.925,0.944,,0.953,0.854
815738205,healfranta,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6685,0,human,human,,human,human,0.922,0.975,,0.915,0.929
815729137,VerseUniverse,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6688,0,human,human,human,human,,0.869,0.979,0.917,0.924,
815720053,ChelseaWrenArt,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6691,0,human,human,,human,human,0.898,0.965,,0.952,0.864
815721726,labelsforlunch,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6694,0,human,human,,human,human,0.925,0.977,,0.959,0.918
815727109,loookapanda,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6705,0,human,human,human,human,,0.873,0.979,0.957,0.969,
815723593,spazil,brand,non_human,human,4,0,5,3+ methods,"association, clustering, regression, text",0.6707,0,human,,human,human,human,0.869,,0.957,0.922,0.851
815735889,Ovalegal,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6715,0,human,human,,human,human,0.869,0.956,,0.97,0.892
815723611,vitalninjaYT,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6734,0,human,human,human,human,,0.869,0.959,0.917,0.933,
815723600,AlboSwagger,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6736,0,human,human,human,human,,0.925,0.941,0.917,0.964,
815724741,daejones,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6736,0,human,human,human,human,,0.898,0.974,0.957,0.931,
815731135,xKrki,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6759,0,human,human,,human,human,0.898,0.946,,0.941,0.871
815738361,Imreallyshitty,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.676,0,human,human,human,human,,0.862,0.91,0.917,0.922,
815726689,Gh0st2126,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6761,0,human,human,,human,human,0.862,0.954,,0.92,0.879
815722828,JKE_G,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6769,0,human,human,human,human,,0.873,0.95,0.957,0.932,
815729176,rasputinmethod,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6774,0,human,human,,human,human,0.869,0.949,,0.923,0.899
815720278,GermanWizard11,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6789,1,human,human,,human,human,0.925,0.971,,0.96,0.862
815722137,Cekeshe,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6789,0,human,human,human,human,,0.925,0.962,0.957,0.946,
815732647,icanttt,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, text",0.6835,0,human,human,human,,human,0.861,0.94,0.917,,0.887
815724819,Barokoru,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6879,0,human,human,human,human,,0.898,0.963,0.917,0.923,
815733160,faviator,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.688,0,human,human,,human,human,0.862,0.917,,0.964,0.921
815731753,InRainesville,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6887,0,human,human,human,human,,0.873,0.966,0.917,0.922,
815730710,MaddieandTaeFly,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",0.6921,0,human,human,human,human,,0.925,0.926,0.917,0.902,
815730825,iWant_Gaga,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",0.6923,0,human,human,,human,human,0.925,0.925,,0.954,0.937
815719906,TwistandSports,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",1.0,0,human,human,human,human,,0.925,0.964,0.917,0.963,
815726256,ltmcdies,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",1.0,0,human,human,human,human,,0.869,0.971,0.957,0.966,
815726616,MejoresLook,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",1.0,0,human,human,,human,human,0.922,0.96,,0.931,0.894
815727926,facepaulmrevere,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",1.0,0,human,human,,human,human,0.925,0.952,,0.96,0.886
815729409,monetpearson,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",1.0,0,human,human,human,human,,0.869,0.981,0.917,0.954,
815729653,ljgrover22,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",1.0,0,human,human,human,human,,0.861,0.982,0.957,0.952,
815731772,MusikDaLYCD,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",1.0,0,human,human,,human,human,0.925,0.964,,0.96,0.925
815732407,IUParking,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",1.0,0,human,human,human,human,,0.873,0.963,0.957,0.965,
815733835,bcfc_fans_fc,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",1.0,0,human,human,human,human,,0.869,0.958,0.957,0.928,
815734204,anytimetips,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",1.0,0,human,human,human,human,,0.925,0.929,0.917,0.911,
815734999,Nuevomedio,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",1.0,0,human,human,human,human,,0.873,0.978,0.957,0.964,
815735607,Porcelanosa_EN,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",1.0,0,human,human,human,human,,0.873,0.929,0.917,0.914,
815737036,DefiantBA,brand,non_human,human,4,0,5,3+ methods,"association, classification, regression, text",1.0,0,human,human,,human,human,0.862,0.983,,0.952,0.907
815738576,JbSleaz,brand,non_human,human,4,0,5,3+ methods,"association, classification, clustering, regression",1.0,0,human,human,human,human,,0.925,0.965,0.957,0.911,
815731718,AlmiiCuello,brand,non_human,human,3,0,5,3+ methods,"association, clustering, text",0.314,0,human,,human,,human,0.873,,0.917,,0.896
815735389,Thatdamn_Scrapp,brand,non_human,human,3,0,5,3+ methods,"association, classification, text",0.3383,0,human,human,,,human,0.869,0.9,,,0.935
815736943,trivialattire,brand,non_human,human,3,0,5,3+ methods,"association, regression, text",0.3387,0,human,,,human,human,0.862,,,0.936,0.903
815723871,Iouvinglwt,brand,non_human,human,3,0,5,3+ methods,"association, classification, text",0.3388,0,human,human,,,human,0.862,0.943,,,0.856
815734996,soukatsu_,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.3392,0,human,human,,human,,0.862,0.965,,0.933,
815727024,loseyourself235,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.3397,0,human,human,,human,,0.869,0.953,,0.916,
815731177,156Sharknose,brand,non_human,human,3,0,5,3+ methods,"classification, regression, text",0.3402,0,,human,,human,human,,0.92,,0.905,0.881
815723594,ranveersbabe,brand,non_human,human,3,0,5,3+ methods,"classification, clustering, text",0.3404,0,,human,human,,human,,0.928,0.957,,0.929
815731148,timc4567,brand,non_human,human,3,0,5,3+ methods,"classification, clustering, regression",0.3411,0,,human,human,human,,,0.948,0.957,0.924,
815725233,WhatMaffTweets,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.3417,0,human,human,,human,,0.862,0.949,,0.945,
815724539,SoddersLiger,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.3474,0,human,human,,human,,0.898,0.959,,0.919,
815724452,michaelcoyote,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.3494,0,human,human,,human,,0.862,0.916,,0.907,
815725447,Zinxii_FFA,brand,non_human,human,3,0,5,3+ methods,"association, clustering, text",0.3497,0,human,,human,,human,0.879,,0.917,,0.946
815734194,zelimpa,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.3507,0,human,human,,human,,0.862,0.966,,0.944,
815734124,RobProvince,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.352,0,human,human,,human,,0.925,0.984,,0.973,
815732190,joXn,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.3547,0,human,human,,human,,0.862,0.929,,0.966,
815729310,Rob_Simple,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.3548,0,human,human,,human,,0.862,0.903,,0.913,
815738619,elizasoberano11,female,human,non_human,3,0,5,3+ methods,"association, classification, regression",0.356,0,non_human,non_human,,non_human,,0.84,0.915,,0.942,
815725754,K1LLz_,brand,non_human,human,3,0,5,3+ methods,"association, clustering, text",0.369,0,human,,human,,human,0.861,,0.957,,0.889
815724599,d_michaelsatele,brand,non_human,human,3,0,5,3+ methods,"association, classification, clustering",0.6333,0,human,human,human,,,0.873,0.918,0.917,,
815731526,paparatti,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6361,0,human,human,,human,,0.862,0.937,,0.93,
815738500,conandoyle5,male,human,non_human,3,0,5,3+ methods,"association, classification, regression",0.6365,0,non_human,non_human,,non_human,,0.84,0.927,,0.941,
815722430,creeper32605,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6432,0,human,human,,human,,0.862,0.927,,0.955,
815736722,sadwitches,brand,non_human,human,3,0,5,3+ methods,"classification, clustering, text",0.6456,0,,human,human,,human,,0.921,0.917,,0.88
815738862,Unite24Lq,female,human,non_human,3,0,5,3+ methods,"association, classification, regression",0.647,0,non_human,non_human,,non_human,,0.84,0.911,,0.915,
815732878,GMcCorrister,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6471,0,human,human,,human,,0.862,0.926,,0.933,
815736589,iamdaman00,brand,non_human,human,3,0,5,3+ methods,"association, classification, text",0.6476,0,human,human,,,human,0.869,0.904,,,0.88
815737697,KnifeStitch,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6478,0,human,human,,human,,0.898,0.911,,0.931,
815725934,erynies,brand,non_human,human,3,0,5,3+ methods,"association, classification, text",0.6488,0,human,human,,,human,0.873,0.905,,,0.877
815727210,haineystuart,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6506,0,human,human,,human,,0.861,0.915,,0.913,
815719693,TreJinkins,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6508,0,human,human,,human,,0.862,0.922,,0.955,
815735624,IketheNinja14,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6508,0,human,human,,human,,0.869,0.938,,0.919,
815734965,KaraAbheri1,brand,non_human,human,3,0,5,3+ methods,"classification, regression, text",0.6525,0,,human,,human,human,,0.931,,0.938,0.926
815733214,MightyAvocado,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6534,0,human,human,,human,,0.869,0.932,,0.919,
815724134,yell999,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6539,0,human,human,,human,,0.873,0.94,,0.944,
815733845,JoySeele,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6539,0,human,human,,human,,0.925,0.9,,0.936,
815723235,THE_HOEOLOGIST,brand,non_human,human,3,0,5,3+ methods,"classification, clustering, regression",0.6545,0,,human,human,human,,,0.968,0.957,0.935,
815732024,rashidgill5,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6546,0,human,human,,human,,0.862,0.92,,0.914,
815731047,Taz_Cat1,brand,non_human,human,3,0,5,3+ methods,"classification, clustering, regression",0.6551,0,,human,human,human,,,0.956,0.957,0.949,
815736154,RazaHussain101,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6553,0,human,human,,human,,0.869,0.941,,0.942,
815734286,Fatimahamoudi5,brand,non_human,human,3,0,5,3+ methods,"classification, clustering, regression",0.6555,0,,human,human,human,,,0.96,0.917,0.922,
815736330,Jazzzyone,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6558,0,human,human,,human,,0.862,0.93,,0.903,
815725467,80slukeftharry,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6567,0,human,human,,human,,0.922,0.926,,0.944,
815727267,bobcatarts,brand,non_human,human,3,0,5,3+ methods,"association, clustering, text",0.6574,0,human,,human,,human,0.898,,0.957,,0.89
815726930,sensualsehun,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6578,0,human,human,,human,,0.862,0.918,,0.919,
815734181,monstracious,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6578,0,human,human,,human,,0.898,0.912,,0.913,
815733002,SpinsterAndCat,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6581,0,human,human,,human,,0.862,0.922,,0.924,
815737186,bonhomme37,brand,non_human,human,3,0,5,3+ methods,"association, classification, clustering",0.6584,0,human,human,human,,,0.88,0.91,0.917,,
815727895,_Turntway,brand,non_human,human,3,0,5,3+ methods,"association, clustering, regression",0.6589,0,human,,human,human,,0.869,,0.957,0.907,
815729201,KazJester,brand,non_human,human,3,0,5,3+ methods,"association, classification, clustering",0.6591,0,human,human,human,,,0.873,0.928,0.957,,
815732751,ChanceOneShot,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.66,0,human,human,,human,,0.925,0.944,,0.923,
815735282,darkIaws,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6602,0,human,human,,human,,0.898,0.937,,0.91,
815738012,r_wolfcastle,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6602,0,human,human,,human,,0.862,0.946,,0.942,
815730116,skywlka22,brand,non_human,human,3,0,5,3+ methods,"classification, clustering, text",0.6603,0,,human,human,,human,,0.928,0.917,,0.938
815725986,LibromusicaIES,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6607,0,human,human,,human,,0.922,0.971,,0.963,
815720107,RidgeWorld,brand,non_human,human,3,0,5,3+ methods,"association, regression, text",0.6612,0,human,,,human,human,0.909,,,0.907,0.886
815734513,bama_tweets,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6615,0,human,human,,human,,0.873,0.936,,0.907,
815736177,Tetsuo9999,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6621,0,human,human,,human,,0.861,0.96,,0.959,
815737729,durtgeek,male,human,non_human,3,0,5,3+ methods,"association, classification, regression",0.6626,0,non_human,non_human,,non_human,,0.839,0.938,,0.995,
815733698,takua343,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6631,0,human,human,,human,,0.898,0.931,,0.954,
815724358,JesTr0n,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6639,0,human,human,,human,,0.898,0.938,,0.928,
815727725,tomlinflows,brand,non_human,human,3,0,5,3+ methods,"association, regression, text",0.6643,0,human,,,human,human,0.862,,,0.948,0.867
815730322,TrueLies6,brand,non_human,human,3,0,5,3+ methods,"association, classification, text",0.6643,0,human,human,,,human,0.862,0.951,,,0.903
815724051,bonfiresband,brand,non_human,human,3,0,5,3+ methods,"association, classification, clustering",0.6648,0,human,human,human,,,0.898,0.924,0.917,,
815720003,NotLikeFreddy,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6653,0,human,human,,human,,0.864,0.934,,0.907,
815739270,_boog1,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6653,0,human,human,,human,,0.869,0.943,,0.923,
815721246,jadespr1te,brand,non_human,human,3,0,5,3+ methods,"association, classification, text",0.6655,0,human,human,,,human,0.862,0.914,,,0.949
815724033,ssnaqi,brand,non_human,human,3,0,5,3+ methods,"association, regression, text",0.6656,0,human,,,human,human,0.869,,,0.904,0.911
815728295,superwomanchick,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6658,0,human,human,,human,,0.869,0.932,,0.932,
815739402,KINGPOM_FUCKYOU,brand,non_human,human,3,0,5,3+ methods,"association, classification, clustering",0.6661,0,human,human,human,,,0.873,0.943,0.957,,
815728098,Hollyoakslover3,brand,non_human,human,3,0,5,3+ methods,"association, classification, clustering",0.6674,0,human,human,human,,,0.869,0.958,0.957,,
815734451,KrazzyTracy,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6676,0,human,human,,human,,0.864,0.964,,0.936,
815725486,c0l5hy69,brand,non_human,human,3,0,5,3+ methods,"association, classification, clustering",0.6678,0,human,human,human,,,0.854,0.907,0.917,,
815721732,the_dirty_ho,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6679,0,human,human,,human,,0.898,0.902,,0.913,
815735767,catholic_nun,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6681,0,human,human,,human,,0.862,0.927,,0.921,
815738632,irishgoespop,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6688,0,human,human,,human,,0.925,0.983,,0.969,
815733013,kaneki_txt,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.669,0,human,human,,human,,0.925,0.97,,0.935,
815730796,ReindeerBrayden,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6692,0,human,human,,human,,0.873,0.912,,0.912,
815729780,itsterrio_hoe,brand,non_human,human,3,0,5,3+ methods,"association, clustering, text",0.6704,0,human,,human,,human,0.873,,0.957,,0.922
815727669,_shunsou,brand,non_human,human,3,0,5,3+ methods,"association, classification, clustering",0.6707,0,human,human,human,,,0.898,0.922,0.957,,
815732850,Mark11888,brand,non_human,human,3,0,5,3+ methods,"classification, regression, text",0.6709,0,,human,,human,human,,0.915,,0.937,0.856
815734068,Sunglare,brand,non_human,human,3,0,5,3+ methods,"association, classification, regression",0.6723,0,human,human,,human,,0.925,0.985,,0.989,
815737289,animeneesan,brand,non_human,human,3,0,5,3+ methods,"association, classification, text",0.6726,0,human,human,,,human,0.898,0.923,,,0.924
