_unit_id,says,score,recorded,gender,name,gender:confidence
815734855,human,0.914,non_human,brand,SearrealSoul,0.3495
815720345,human,0.913,non_human,brand,Rombaart,1.0
815729776,human,0.913,non_human,brand,ssquala,0.6669
815736572,human,0.913,non_human,brand,JMMatthewsBooks,0.6641
815720699,human,0.913,non_human,brand,AberJohnny,0.6772
815731255,human,0.913,non_human,brand,LondonRIB,1.0
815734573,human,0.912,non_human,brand,killuaura,0.341
815728742,non_human,0.912,human,male,JebSource,0.6528
815722616,non_human,0.912,human,male,704jthomas,1.0
815736601,human,0.912,non_human,brand,Lunatik_guy,0.3425
815737244,human,0.911,non_human,brand,Petersson84,1.0
815724033,human,0.911,non_human,brand,ssnaqi,0.6656
815734319,non_human,0.91,human,male,dgilliam29,1.0
815738063,human,0.909,non_human,brand,TipsForYouDaily,1.0
815727117,human,0.909,non_human,brand,Hobie_Dog,0.66
815720588,human,0.908,non_human,brand,tomlinsgomez,0.6508
815731207,human,0.908,non_human,brand,louissrovers,0.6516
815733192,human,0.908,non_human,brand,1cough_syrup8,0.3429
815738508,human,0.908,non_human,brand,ShezaHolmes,0.6461
815721012,non_human,0.907,human,female,SJRTooting,1.0
815723692,non_human,0.907,human,male,Qabalahmath,0.6567
815737036,human,0.907,non_human,brand,DefiantBA,1.0
815738411,non_human,0.907,human,female,chrism1749,0.6551
815723888,human,0.907,non_human,brand,DubbzBear,0.6409
815738291,human,0.906,non_human,brand,Desolation00,0.3592
815726623,human,0.905,non_human,brand,ZOANTHROPOLOGY,0.6872
815733675,human,0.904,non_human,brand,XUrbanSimsX,0.672
815730322,human,0.903,non_human,brand,TrueLies6,0.6643
815726792,human,0.903,non_human,brand,itsisabelldiaz,0.6759
815736943,human,0.903,non_human,brand,trivialattire,0.3387
815731904,non_human,0.902,human,female,Juspencesses52,1.0
815727634,human,0.902,non_human,brand,thewasabiman,1.0
815725172,human,0.901,non_human,brand,RosellMartin88,0.6666
815725629,non_human,0.901,human,female,TaniaOnTheScene,1.0
815724251,human,0.901,non_human,brand,kamyb22,0.3401
815730949,human,0.901,non_human,brand,_grace_v,0.3539
815729855,non_human,0.9,human,female,smallbiztrends,1.0
815730339,human,0.9,non_human,brand,shizuizas,1.0
815723432,non_human,0.9,human,male,PatrioticGeek,1.0
815721032,human,0.9,non_human,brand,OneOfTheDingoes,1.0
815726730,human,0.9,non_human,brand,Rafurl,0.6977
815726010,human,0.899,non_human,brand,Spronks1,1.0
815729176,human,0.899,non_human,brand,rasputinmethod,0.6774
815720139,non_human,0.899,human,male,gamesin,1.0
815735867,human,0.899,non_human,brand,TheVelcroGamer,1.0
815723056,human,0.899,non_human,brand,byediva,0.6602
815737404,human,0.898,non_human,brand,drgnkiller,0.6656
815727388,human,0.898,non_human,brand,mojo_YOjo,0.6368
815736733,human,0.898,non_human,brand,PASTTHEGONE,0.6629
815719351,non_human,0.897,human,female,iSpeak9ja,1.0
815733793,human,0.897,non_human,brand,AIgerian,0.6597
815732105,human,0.897,non_human,brand,NoChiIlTweets,0.6575
815731137,non_human,0.897,human,female,LynseyWard83,1.0
815737303,human,0.897,non_human,brand,TheOnlyAhmed,0.6751
815723474,human,0.896,non_human,brand,MrMoustacheCat,0.6833
815731718,human,0.896,non_human,brand,AlmiiCuello,0.314
815725173,human,0.896,non_human,brand,powderballcp,1.0
815725278,human,0.896,non_human,brand,BillyTorain,0.6626
815734430,non_human,0.896,human,male,frank_ligtvoet,1.0
815723952,human,0.896,non_human,brand,mom2yahoos,0.3571
815733174,human,0.895,non_human,brand,daddy_unchained,0.3303
815734037,human,0.895,non_human,brand,ScyTweeter,0.6866
815723091,human,0.895,non_human,brand,DirectorySootle,1.0
815733992,human,0.895,non_human,brand,BonesDobie,1.0
815732805,non_human,0.894,human,male,BishopIkedi1,1.0
815726616,human,0.894,non_human,brand,MejoresLook,1.0
815720658,non_human,0.894,human,female,martiraulmartin,0.6748
815728372,human,0.893,non_human,brand,letsallcook,0.6572
815732576,human,0.893,non_human,brand,fluffycrossover,1.0
815732205,non_human,0.893,human,male,ericarm,0.653
815720290,non_human,0.893,human,female,WilliamandSon,0.6881
815721114,non_human,0.892,human,male,ChrisAdamTweets,1.0
815735889,human,0.892,non_human,brand,Ovalegal,0.6715
815721398,human,0.892,non_human,brand,348255gbabies,0.6597
815732932,non_human,0.891,human,female,kracovame,1.0
815731823,human,0.891,non_human,brand,mamisoawesome,0.3507
815738707,non_human,0.891,human,female,JAXSmallBiz,1.0
815729944,human,0.891,non_human,brand,gemsglow,0.656
815726116,human,0.89,non_human,brand,lonhro,0.6609
815727267,human,0.89,non_human,brand,bobcatarts,0.6574
815730472,human,0.89,non_human,brand,GoSnackGo,1.0
815737769,human,0.889,non_human,brand,Obmaha,0.6298
815725754,human,0.889,non_human,brand,K1LLz_,0.369
815731017,non_human,0.889,human,male,RJRSafety,1.0
815738948,human,0.888,non_human,brand,forestbirb,0.3415
815736285,non_human,0.888,human,male,MechieDeuce,1.0
815732160,non_human,0.887,human,female,dsexton1681,0.6619
815732647,human,0.887,non_human,brand,icanttt,0.6835
815732415,human,0.887,non_human,brand,viria13,0.6543
815728601,non_human,0.887,human,male,areebavevo,1.0
815731946,non_human,0.886,human,male,danwoodsearly,1.0
815720107,human,0.886,non_human,brand,RidgeWorld,0.6612
815727926,human,0.886,non_human,brand,facepaulmrevere,1.0
815719360,non_human,0.885,human,male,lesatorr,1.0
815738834,non_human,0.885,human,female,cubbyforcakes,0.6764
815728419,non_human,0.885,human,male,heynerpacheco,1.0
815734790,human,0.885,non_human,brand,PamDrake,0.6672
815722950,non_human,0.885,human,female,BenoistDaily,0.6764
815722771,non_human,0.884,human,male,CJFlavell,1.0
815726653,non_human,0.884,human,female,CharBotGreen2,0.3463
815733396,human,0.884,non_human,brand,Hayato_Inazuma,0.6487
815723537,human,0.883,non_human,brand,BlackTopMediaUK,0.6561
815729142,human,0.883,non_human,brand,DEEJAYMOB,1.0
815729158,human,0.883,non_human,brand,Nico_boi,0.666
815720102,non_human,0.883,human,female,Raya__Lovers,1.0
815736346,human,0.883,non_human,brand,zjmliamalarca,0.6266
815731177,human,0.881,non_human,brand,156Sharknose,0.3402
815729750,human,0.881,non_human,brand,TeamCJ4Ever,0.6685
815723324,human,0.881,non_human,brand,LukeIsASequin,0.6543
815733316,human,0.881,non_human,brand,dialecticube,0.6726
815726180,non_human,0.881,human,male,JROlsonEnt,0.6702
815731194,non_human,0.881,human,male,LordOfBlackmail,1.0
815736836,non_human,0.881,human,male,JohnMcFandom,0.6802
815736722,human,0.88,non_human,brand,sadwitches,0.6456
815735994,human,0.88,non_human,brand,Wins2011,1.0
815736589,human,0.88,non_human,brand,iamdaman00,0.6476
815722860,non_human,0.88,human,female,Henrietta683A,1.0
815735138,human,0.879,non_human,brand,FrostyBear21,0.6641
815735967,human,0.879,non_human,brand,QuatarTheOdd,0.6563
815726689,human,0.879,non_human,brand,Gh0st2126,0.6761
815735354,human,0.879,non_human,brand,SexyChallenges,1.0
815720787,non_human,0.878,human,female,Dropgist,0.6591
815734827,human,0.878,non_human,brand,triggzyy,0.3408
815728776,non_human,0.877,human,male,TheTechScribe,1.0
815725934,human,0.877,non_human,brand,erynies,0.6488
815725958,human,0.877,non_human,brand,SassyNinjaGuru,1.0
815726253,human,0.876,non_human,brand,Lucius_C_Sulla,0.6636
815731407,human,0.876,non_human,brand,coyotekissesxo,0.6556
815737698,human,0.876,non_human,brand,Hessahalkhawari,0.3389
815736344,human,0.876,non_human,brand,ClarityDaily,0.6457
815724963,non_human,0.875,human,male,BrettLeeRetired,1.0
815723497,human,0.875,non_human,brand,NakedGambling,0.679
815722327,human,0.875,non_human,brand,hulk4477,0.668
815734574,human,0.875,non_human,brand,HRHAerickLux,0.6605
815734115,non_human,0.874,human,female,ApartmentsiLike,0.6594
815721057,non_human,0.874,human,male,UnitedOnes,0.6602
815737496,non_human,0.874,human,male,7NewsTraffic,1.0
815738069,non_human,0.873,human,female,AvdellasL,1.0
815733637,human,0.872,non_human,brand,Fony_Zony,0.6565
815732650,human,0.872,non_human,brand,bazzared1903,1.0
815726817,human,0.872,non_human,brand,ZeusCarver,0.6471
815726846,non_human,0.872,human,male,Jakub_IT,1.0
815736288,human,0.871,non_human,brand,ABRanaali1,1.0
815737867,human,0.871,non_human,brand,bones_six7,0.6598
815729297,human,0.871,non_human,brand,LorneEC3,1.0
815731135,human,0.871,non_human,brand,xKrki,0.6759
815731513,non_human,0.871,human,male,GeorgiaTweetz,1.0
815725179,non_human,0.871,human,male,martynpeel,0.3441
815738725,human,0.87,non_human,brand,FilAEK,0.6578
815732246,human,0.87,non_human,brand,CassperNyoves18,0.347
815724237,human,0.87,non_human,brand,wiml2,1.0
815735202,human,0.869,non_human,brand,AniesiODaniels,1.0
815719623,non_human,0.869,human,female,LeveragYourBook,1.0
815727095,non_human,0.868,human,male,RLSELFMADEBOSS,1.0
815720641,non_human,0.868,human,male,TF2SoldierBot,0.6804
815736842,human,0.868,non_human,brand,PatsCollection,0.6612
815737255,human,0.868,non_human,brand,ushijimmy,0.6639
815728071,non_human,0.868,human,male,Thadudej_,1.0
815732012,human,0.868,non_human,brand,kenziesachen,0.3361
815731541,human,0.867,non_human,brand,LaughingJack821,0.6635
815739397,non_human,0.867,human,male,aaronred18promo,0.6647
815724659,non_human,0.867,human,male,chaosmap,1.0
815727725,human,0.867,non_human,brand,tomlinflows,0.6643
815727133,human,0.867,non_human,brand,Tawa8_12,0.6341
815723461,human,0.866,non_human,brand,RevoLouTiontalk,1.0
815731889,human,0.866,non_human,brand,311guy,0.6619
815736013,human,0.866,non_human,brand,southstandnige9,1.0
815720408,non_human,0.865,human,female,PornGaIleries,0.676
815723054,human,0.865,non_human,brand,keanerie,0.6536
815725965,human,0.865,non_human,brand,SpaceMousey,1.0
815732524,human,0.865,non_human,brand,Sigueme_todo,0.3485
815734316,non_human,0.865,human,male,Speedfrog66,1.0
815730950,human,0.864,non_human,brand,JJayTee_,0.6743
815720053,human,0.864,non_human,brand,ChelseaWrenArt,0.6691
815722363,non_human,0.864,human,male,cmwealth,0.6853
815737190,human,0.863,non_human,brand,spidermanmsy,1.0
815719873,non_human,0.863,human,male,MichealDayoung,1.0
815720278,human,0.862,non_human,brand,GermanWizard11,0.6789
815732781,human,0.861,non_human,brand,TheRealChambong,1.0
815719794,human,0.861,non_human,brand,MsBrooke_Lynn,0.6829
815731233,non_human,0.861,human,male,EpeeFreestyle,1.0
815720068,human,0.861,non_human,brand,YusufMoneer,0.635
815734055,non_human,0.86,human,male,HansBrender,1.0
815720294,non_human,0.86,human,male,Charlietrypsin,1.0
815723687,non_human,0.86,human,female,bouncestyle1,1.0
815728724,non_human,0.859,human,male,SamsaraFarm,1.0
815726570,non_human,0.859,human,male,FLTRANSFERSs,0.6555
815736956,human,0.858,non_human,brand,mytimeIord,0.6554
815738061,non_human,0.858,human,female,PopcornJulie,1.0
815738529,non_human,0.858,human,male,FLSmallBz,0.6785
815730448,human,0.858,non_human,brand,RavenGirlll,0.667
815732567,human,0.857,non_human,brand,Thor_of_Asgard1,1.0
815726780,non_human,0.857,human,male,BadCornstick,1.0
815723313,non_human,0.857,human,male,michaelattackzo,1.0
815719296,non_human,0.856,human,male,ShitApolloYells,0.6628
815732850,human,0.856,non_human,brand,Mark11888,0.6709
815724090,non_human,0.856,human,female,LisaClosson,1.0
815735399,human,0.856,non_human,brand,thenipahhut,0.6809
815723871,human,0.856,non_human,brand,Iouvinglwt,0.3388
815736709,non_human,0.856,human,male,Liebebelieber,1.0
815737214,human,0.855,non_human,brand,OregonBiker,0.6654
815727756,non_human,0.855,human,female,MysticSwan,1.0
815728287,human,0.855,non_human,brand,lifeisawildidea,1.0
815734559,human,0.855,non_human,brand,LeAnnsFissure,0.6749
815721089,human,0.855,non_human,brand,totalkillton,1.0
815729545,human,0.854,non_human,brand,ClanViolent,0.6579
815731121,human,0.854,non_human,brand,nevertooo1D,0.6685
815733245,human,0.854,non_human,brand,RhinosKiss,0.6617
815726576,non_human,0.853,human,male,nanexllc,1.0
815736502,human,0.853,non_human,brand,GeckoQuoteBot,0.6801
815727293,human,0.853,non_human,brand,CyclingSurgeon,0.6465
815724770,human,0.852,non_human,brand,TheRivermanRuns,0.6479
815738727,human,0.852,non_human,brand,JDSempai,0.3457
815722974,human,0.852,non_human,brand,Dfitz9477,0.6465
815721146,human,0.852,non_human,brand,tsull5150,0.3581
815736409,non_human,0.852,human,female,mindytho,1.0
815732962,non_human,0.852,human,female,BCt_7_X4,0.661
815737500,non_human,0.851,human,female,shirleyideas,1.0
815723593,human,0.851,non_human,brand,spazil,0.6707
815728765,human,0.851,non_human,brand,PsychospamYT,1.0
815734380,human,0.851,non_human,brand,MrAmaru,0.6733
815719812,non_human,0.851,human,male,Boeingpro,0.6675
815729732,human,0.851,non_human,brand,wizandskinsfan,1.0
815728752,human,0.85,non_human,brand,ItCouldBe_you,1.0
815735055,human,0.85,non_human,brand,L7Vinal,1.0
815729566,non_human,0.85,human,male,RevJAStafford,0.6746
815723265,human,0.85,non_human,brand,AstroAthene,0.6625
815721920,non_human,0.85,human,female,ICMeltdown,0.6649
